eid	pid	name	entity	artist_name	artist_genre	artist_birth_date	artist_birth_place
484	9616	For the Greater Good of God	m.01d29z2	Iron Maiden			
485	9626	Different World	m.01d29xk	Iron Maiden			
486	9674	Vagabonds	m.01cgft4	New Model Army			
487	9731	Existence In Progress	m.0tsv7j	Icon of Coil			
488	9978	Rime of the Ancient Mariner	m.0mfgnl	Iron Maiden			
489	9986	The Duellists	m.0mfgmy	Iron Maiden			
490	10015	We Want Revolution	m.0nlwrr	Covenant			
491	10019	Prometheus	m.0nlwqw	Covenant			
492	10022	Call the Ships to Port	m.016mfzz	Covenant			
493	10104	The Huntmaster	m.0f8f_rs	Alestorm			
495	10118	Airbag	m.0lnx1v	Radiohead			
496	10173	From Here to Eternity	m.0q1ygz	Iron Maiden			
497	10182	To Tame a Land	m.0y_hj2	Iron Maiden			
498	10186	Flight of Icarus	m.013x0bb	Iron Maiden			
499	10246	FantasMic	m.0mbqrz	Nightwish			
500	10312	I.M.E.	m.0dprc34	Helloween			
501	10317	As Long as I fall	m.0dprc1_	Helloween			
502	10343	Adios	m.0nt_zc	Rammstein			
503	10345	Zwitter	m.0lppb0	Rammstein			
504	10346	Spieluhr	m.0lpp9t	Rammstein			
505	10378	Whisper	m.0vcfms	Evanescence			
506	10383	Tourniquet	m.0q1qms	Evanescence			
507	10405	Journeyman	m.0rfllk	Iron Maiden			
508	10406	Face In The Sand	m.0rfll3	Iron Maiden			
509	10410	Dance of Death	m.0rflk7	Iron Maiden			
510	10563	You Are Young	m.0jbb06_	Keane			
511	10565	Sea Fog	m.0jbb0b2	Keane			
513	10596	Ladies of the World	m.0f3mx77	Flight of the Conchords			
514	10603	Think About It	m.0f3mx7w	Flight of the Conchords			
515	10624	Don't Get Lost in Heaven	m.012r9r5	Gorillaz			
518	10730	Echoes of Mine	m.0nmrq0r	M83			
519	10731	Steve McQueen	m.0nmdsxc	M83			
520	10732	Fountains	m.0slcblx	M83			
521	10734	Splendor	m.0nnsvb1	M83			
522	10735	Another Wave from You	m.0np1vsr	M83			
523	10737	New Map	m.0nnsbfl	M83			
524	10746	Soon, My Friend	m.0sk68m5	M83			
525	10751	Raconte-moi une histoire	m.0nlrp47	M83			
526	10753	Where the Boats Go	m.0nm242c	M83			
527	10797	Nightquest	m.0fqv3fj	Nightwish			
528	10798	Bless the Child	m.010j97r	Nightwish			
529	10811	Spiralling	m.0nmdt_l	Keane			
530	10960	Empty Spaces	m.01ckzk5	Pink Floyd			
531	11091	Secret of Steel	m.0l5pg9	Manowar			
532	11094	Pleasure Slave	m.0m2__v	Manowar			
533	11113	Biscuit	m.0m8zyx	Portishead			
534	11131	Every Planet We Reach Is Dead	m.012r9pw	Gorillaz			
535	11235	Moody's Mood for Love	m.0vt4y1	Amy Winehouse	Female	1983-09-14	Southgate
536	11291	Pulling Teeth	m.0y6lnz	Green Day			
537	11550	Blues Hour	m.0yt4vq6	Mogwai			
538	11552	Master Card	m.0yv500m	Mogwai			
539	11560	Hound Of Winter	m.0nlf46w	Mogwai			
540	11564	A Dustland Fairytale	m.0frsx9n	The Killers			
541	11572	Wedding Song	m.0sh9z6g	Yeah Yeah Yeahs			
542	11577	Hysteric	m.0rf0hsw	Yeah Yeah Yeahs			
543	11656	White Cross	m.0p1f74	Sonic Youth			
544	11662	Beauty Lies in the Eye	m.0lwm4j	Sonic Youth			
545	11670	Nic Fit	m.0r5kzh	Sonic Youth			
546	11671	Youth Against Fascism	m.0lngp2	Sonic Youth			
547	11721	Swimsuit Issue	m.0r5kxr	Sonic Youth			
548	11725	Auto Rock	m.01cx5yx	Mogwai			
549	11802	Little Shadow (acoustic)	m.0nnhtx2	Yeah Yeah Yeahs			
550	11851	Crawl	m.0m3lcv	Alkaline Trio			
551	11855	Armageddon	m.0nd0k4	Alkaline Trio			
552	11857	Steamer Trunk	m.0nd0jq	Alkaline Trio			
553	11859	Stupid Kid	m.0nh0kh	Alkaline Trio			
554	11861	Mr. Chainsaw	m.0nd0hv	Alkaline Trio			
555	11862	Private Eye	m.0nd0hm	Alkaline Trio			
556	11884	Blue In The Face	m.0qgb_y	Alkaline Trio			
557	11888	Mercy Me	m.016zlll	Alkaline Trio			
558	11891	This Could Be Love	m.0qgbyj	Alkaline Trio			
559	11892	Nose Over Tail	m.012_ysx	Alkaline Trio			
560	11901	Just Another Girl	m.0yb140_	The Killers			
561	11983	Glass Jar	m.0rjlsvz	Gang Gang Dance			
562	11990	Donatella	m.0wt268n	Lady Gaga	Female	1986-03-28	Lenox Hill Hospital
563	11993	Rockin' in the Free World	m.0q90bh	Neil Young	Male	1945-11-12	Toronto
564	12005	Sexodus	m.0ybpwty	M.I.A.			
565	12113	Something to Believe In	m.0vs5zb	The Offspring			
566	12123	Let the River In	m.01f4vzy	Radical Face	Male	1982-02-01	Jacksonville
567	12174	Twenty Two	m.0qyhfs	Millencolin			
568	12195	All Pigs Must Die	m.0vp7kv	Death in June			
569	12207	Kick Him When He's Down	m.0v5lbg	The Offspring			
570	12209	Session	m.0v5lb0	The Offspring			
571	12239	Carry Me Home	m.0v1yfsx	The Killers			
573	12243	Dreaming My Life Away	m.0jdts9v	Best Coast			
574	12245	Better Girl	m.0jdts8f	Best Coast			
575	12257	Heart of a Girl	m.0wh9hfw	The Killers			
576	12258	The Rising Tide	m.0v545cf	The Killers			
577	12259	Ralph Wiggum	m.016m6ml	Bloodhound Gang			
578	12260	Grins	m.0shf2l_	Charli XCX	Female	1992-08-02	Cambridge
579	12263	Stay Away	m.0nlm6yd	Charli XCX	Female	1992-08-02	Cambridge
580	12269	A Favor House Atlantic	m.0rqcpn	Coheed and Cambria			
581	12275	Three Evils (Embodied in Love and Shadow)	m.0s27g1	Coheed and Cambria			
582	12276	Cuts Marked in the March of Men	m.0g3gwqt	Coheed and Cambria			
584	12293	Slow and Low	m.0llg35	Beastie Boys			
585	12300	Strong Hand	m.0wct2hd	CHVRCHES			
586	12436	Ce Jeu	m.0dwfzdz	Yelle	Female	1983-01-17	Saint-Brieuc
587	12437	New Lands	m.0rgd5g3	Justice	Female	1985-01-01	Lake Arrowhead
588	12459	Everything Will Be Alright	m.0xsjfj	The Killers			
589	12499	Goodnight, Travel Well	m.0sms1cl	The Killers			
590	12519	Whisky Time	m.0sk5_z5	Mogwai			
591	12550	Walk On	m.0pw86m	Neil Young	Male	1945-11-12	Toronto
592	12551	Tired Eyes	m.0mys5c	Neil Young	Male	1945-11-12	Toronto
593	12808	Until We Fall	m.01cndcf	Audioslave			
594	12809	Sound Of A Gun	m.01cndc6	Audioslave			
595	12810	One And The Same	m.01cndb_	Audioslave			
596	12823	A Little Biblical	m.0kl3kcg	Band of Horses			
597	12844	Only If for a Night	m.0jk6rz2	Florence + the Machine			
598	12924	Body Electric	m.0n4lzys	Lana Del Rey	Female	1985-06-21	New York City
599	12933	Million Dollar Man	m.0nlz292	Lana Del Rey	Female	1985-06-21	New York City
600	13075	Top Rated	m.0qcb5tz	Icona Pop			
602	13309	Duvet	m.0p_gmg	bôa			
603	13409	Tomhet	m.0mtc8s	Burzum			
604	13456	Red Paper Lanterns	m.0wtl4g0	Maybeshewill			
605	13459	Youngblood	m.0f1mx_z	Russian Circles			
607	13474	Stretch Out and Wait	m.0tbhsh	The Smiths			
608	13476	Girl Afraid	m.0lmjhq	The Smiths			
609	13482	Jeane	m.01dm4_4	The Smiths			
610	13485	You Just Haven't Earned It Yet, Baby	m.0lr6rh	The Smiths			
611	13550	New Macabre	m.01bbdmf	Russian Circles			
612	13581	Party Boy	m.0nn2pjy	Boris	Male	1965-05-19	Roubaix
613	13589	Death Rides A Horse	m.0d_rc4w	Russian Circles			
614	13592	No One Like You	m.0jdts9k	Best Coast			
615	13596	The Only Place	m.0jdts98	Best Coast			
616	13601	Our Song	m.0kjj_zr	The xx			
617	13687	Inn i slottet fra drømmen	m.0mtc8k	Burzum			
618	13690	Now Is Not the Time	m.0sn1jb3	CHVRCHES			
619	13801	Annie (Oh Muse, You)	m.0w04t_3	Austra			
620	13872	What We Done?	m.0w04rsj	Austra			
621	13931	End of the Beginning	m.0vxhml_	Black Sabbath			
622	13940	Summer Well	m.0fz1scb	Interpol			
623	14008	Somehow...	m.0fxrqx4	Woods of Desolation			
624	14010	The Inevitable End	m.0fxhqfv	Woods of Desolation			
625	14012	Darker Days	m.0g19_j1	Woods of Desolation			
626	14023	Protex Blue	m.0mxkhz	The Clash			
627	14032	Remote Control	m.013cy11	The Clash			
628	14060	She's Automatic	m.0mfxhk	Rancid			
629	14076	The 11th Hour	m.0mfxfc	Rancid			
630	14077	Maxwell Murder	m.0mfxf4	Rancid			
631	14168	A Song for Our Fathers	m.0qwwkg	Explosions in the Sky			
632	14180	Your Hand in Mine	m.0rlc7g	Explosions in the Sky			
633	14277	I Need My Girl	m.0sj2y4v	The National			
634	14278	Hard to Find	m.0sjnxz9	The National			
635	14281	Pink Triangle	m.0lftjl	Weezer			
636	14285	I Hope You Die	m.0lj242	Bloodhound Gang			
637	14286	Your Only Friends Are Make Believe	m.0ldgtc	Bloodhound Gang			
638	14290	The Keepers	m.0qjr98q	Santigold	Female	1976-09-25	Philadelphia
639	14322	In The Cold	m.0nm_cvd	The Drums			
640	14323	I Need A Doctor	m.0qjs0wl	The Drums			
641	14328	Hard To Love	m.0nnc8pq	The Drums			
642	14346	American Mary	m.0qh4jj	The National			
643	14445	Det kommer aldrig va över för mig	m.0sp15mg	Håkan Hellström	Male	1974-04-02	Älvsborg parish
644	14551	If You Could Read My Mind	m.01c9b54	Johnny Cash	Male	1932-02-26	Kingsland
645	14584	Bisounours	m.0130qdr	CocoRosie			
646	14585	True to Life	m.0dqcy37	Röyksopp			
647	14698	Sine Wave	m.0tcvtr	Mogwai			
648	14738	Settler	m.0f5n_p0	Balmorhea			
649	14742	3x3	m.0kmjjnv	Bloc Party			
650	14744	SRXT	m.0dv3tv1	Bloc Party			
651	14762	Rampage	m.0sh3trj	Kavinsky	Male	1975-07-31	Paris
652	14773	I'm Not Contagious	m.0rfptr5	Chromeo			
653	14776	The Prayer	m.0dnx398	Bloc Party			
654	14778	Hunting For Witches	m.0dv3tvl	Bloc Party			
655	14784	Obstacle 2	m.0s1ptp	Interpol			
656	14801	NYC	m.0n7f91	Interpol			
657	14818	A Time to Be So Small	m.0pd2jgd	Interpol			
658	14819	C'mere	m.0f7wypq	Interpol			
659	14820	Public Pervert	m.0ybx4p	Interpol			
660	14823	Take You on a Cruise	m.0ybx40	Interpol			
661	14824	NARC	m.0ybx3t	Interpol			
662	14831	Mr. Grieves	m.0m45n1	Pixies			
663	14922	Glass And The Ghost Children	m.0125y1q	The Smashing Pumpkins			
664	14923	The Imploding Voice	m.0125y1h	The Smashing Pumpkins			
665	14924	This Time	m.0125y18	The Smashing Pumpkins			
666	14926	Strung Like Lights at Thee Printemps Erable	m.0n4kgwn	Godspeed You! Black Emperor			
667	14938	Pure As Snow (Trails of the Winter Storm)	m.0nlh_tt	Mono			
668	14947	Ashes In The Snow	m.0fwpvfx	Mono			
669	14954	Communal Blood	m.0fxr6y8	This Will Destroy You			
670	15047	Kettling	m.0kmjjqb	Bloc Party			
671	15096	Under the Earth	m.0shhbg4	Yeah Yeah Yeahs			
672	15112	Networking	m.0sjlyk1	The Knife			
673	15114	Crake	m.0sgxy83	The Knife			
674	15143	Evig vandrar	m.0slbp49	Kvelertak			
675	15147	Åpenbaring	m.0sm9pbb	Kvelertak			
676	15164	Maybe You Can Owe Me	m.0170v40	Architecture in Helsinki			
677	15165	Time to Break Up	m.0ml5t5	blink-182			
678	15201	Other People	m.0jby_mb	Beach House			
679	15205	Take Care	m.0fs0w1w	Beach House			
680	15209	Lover of Mine	m.0fxw7y2	Beach House			
681	15219	Heart of Chambers	m.0dq_0m5	Beach House			
682	15220	All The Years	m.0dq_0n9	Beach House			
683	15232	Wedding Bell	m.0dq_0ly	Beach House			
684	15233	Shut Up I Am Dreaming Of Places Where Lovers Have Wings	m.01909bk	Sunset Rubdown			
685	15252	Shade and Honey	m.01d1f6p	Sparklehorse			
686	15256	Shit Luck	m.0dnc7jh	Modest Mouse			
687	15275	Lounge (Closing Time)	m.0lyzl3	Modest Mouse			
688	15312	Zurich Is Stained	m.0ndlp1	Pavement			
689	15317	Summer Babe (Winter Version)	m.0lrckh	Pavement			
690	15318	Redeemed	m.0nnt_r_	DJ Shadow	Male	1972-06-29	San Jose
691	15326	New Year's Eve	m.0nn79ds	First Aid Kit			
692	15340	Innervision	m.0nktq4	System of a Down			
693	15349	Love, in Itself	m.0z05yl	Depeche Mode			
694	15350	A Tooth for an Eye	m.0sh00ph	The Knife			
695	15354	Get The Balance Right	m.0m8tx7	Depeche Mode			
696	15373	Baby's Breath	m.0nl4wn4	Bill Callahan	Male	1966-06-03	Silver Spring
697	15392	Sur le fil	m.0prs25	Yann Tiersen	Male	1970-06-23	Brest
698	15394	Never Say Goodbye	m.0nh5j9	My Bloody Valentine			
699	15423	Incinerate	m.01b_vfs	Sonic Youth			
700	15424	Reena	m.01b_vfk	Sonic Youth			
701	15425	Sympathy for the Strawberry	m.0mt2gt	Sonic Youth			
702	15428	Karen Revisited	m.0r5x5j	Sonic Youth			
703	15458	June 9th	m.0gf5sds	Boards of Canada			
704	15464	Chinook	m.0q2c8d	Boards of Canada			
705	15465	Wildlife Analysis	m.0lpyxb	Boards of Canada			
706	15472	Valium Skies	m.0dqsg80	The Verve			
707	15557	Desire Lines	m.0fs3j1g	Deerhunter			
708	15558	Memory Boy	m.0fs3j1t	Deerhunter			
709	15635	Ruglen Holon	m.0nfp5z	Aphex Twin	Male	1971-08-18	Limerick
710	15639	Prep Gwarlek 3b	m.0nfp52	Aphex Twin	Male	1971-08-18	Limerick
711	15640	Meltphace 6	m.0nfp4n	Aphex Twin	Male	1971-08-18	Limerick
712	15646	Partners In Crime	m.0shdgp6	The Strokes			
713	15647	QKThr	m.0nfp4f	Aphex Twin	Male	1971-08-18	Limerick
714	15649	You're Beautiful	m.0fqmqcm	James Blunt	Male	1974-02-22	Tidworth
715	15653	Stay the Night	m.0fs_dr7	James Blunt	Male	1974-02-22	Tidworth
717	15674	Kesson Dalef	m.0lylln	Aphex Twin	Male	1971-08-18	Limerick
718	15675	Orban Eq Trx4	m.0lylk_	Aphex Twin	Male	1971-08-18	Limerick
719	15681	Gwely Mernans	m.0lyljp	Aphex Twin	Male	1971-08-18	Limerick
720	15686	Jynweythek	m.0lylhg	Aphex Twin	Male	1971-08-18	Limerick
721	15719	Semena Mertvykh	m.0vxq2fx	Boards of Canada			
722	15720	Come to Dust	m.0vxq1q7	Boards of Canada			
723	15739	Jilted Lovers	m.0fzkkx8	The Naked and Famous			
724	15748	Sick Times	m.0vx85k6	Boards of Canada			
725	15749	Transmisiones Ferox	m.0v4q_7h	Boards of Canada			
726	15752	Jacquard Causeway	m.0v4k2l5	Boards of Canada			
727	15806	Guest Room	m.0ffnttq	The National			
728	15853	Sister Sara's Theme	m.0dyff45	Ennio Morricone	Male	1928-11-10	Rome
729	15901	Reaper	m.0p8w61	Bathory			
730	15932	Offernatt	m.0nnj8tk	Kvelertak			
731	15948	Parabol	m.0lsnvh	Tool			
732	15949	Mantra	m.0lsnv1	Tool			
733	15963	Conventional Wisdom	m.01d0bcy	Built to Spill			
734	15968	Goin' Against Your Mind	m.0199b9d	Built to Spill			
735	15971	You Were Right	m.0m6rrq	Built to Spill			
736	16035	Death From Above	m.0mykb5	Bathory			
737	16037	Bleeding	m.0myk9j	Bathory			
738	16043	To Enter Your Mountain	m.0mz4ny	Bathory			
739	16049	For All Those Who Died	m.0mz3yr	Bathory			
740	16051	Pace 'till Death	m.0mz3y9	Bathory			
741	16054	Transcendence	m.0nm90g8	Lindsey Stirling	Female	1986-09-21	Santa Ana
742	16094	Constant Elevation	m.0mvc0f	Gravediggaz			
743	16097	13 Candles	m.0p9y31	Bathory			
744	16109	Cha-Ching (Till We Grow Older)	m.0vyxqdc	Imagine Dragons			
745	16140	Best Foot Forward	m.0n43l9	DJ Shadow	Male	1972-06-29	San Jose
746	16195	Be Free, a Way	m.0sp29qr	The Flaming Lips			
747	16230	Robot Chant	m.0tcvvv	Mogwai			
748	16252	Marble House	m.018dpw0	The Knife			
749	16262	Elegia	m.0l__y8	New Order			
750	16364	Mother May I	m.014jj7n	Coheed and Cambria			
751	16378	Help I'm Alive	m.0dntcqw	Metric			
752	16386	Leave the Bourbon on the Shelf	m.0dmmtr7	The Killers			
753	16409	Space Travel Is Boring	m.0m0q2j	Modest Mouse			
754	16414	Dog Paddle	m.0m0q0_	Modest Mouse			
755	16421	Breakthrough	m.0m0p_g	Modest Mouse			
756	16520	Dreams and Disasters	m.0kpmyn9	Owl City			
757	16534	Beatbox	m.0dwv_bh	The Sounds			
758	16538	No One Sleeps When I'm Awake	m.0ds0b96	The Sounds			
759	16563	Bird Flu	m.0287ldv	M.I.A.			
760	16568	Romantic Dreams	m.0n4rssr	Deftones			
761	16569	Swerve City	m.0n4rst7	Deftones			
762	16621	Antiphon	m.0yt92v8	Midlake			
763	16627	Fairweather Friends	m.0ttx1vx	Queens of the Stone Age			
764	16645	It's Beginning to Look a Lot Like Christmas	m.0nl0bts	Michael Bublé	Male	1975-09-09	Burnaby
765	16676	We Are the Music Makers	m.0n419g	Aphex Twin	Male	1971-08-18	Limerick
766	16677	Heliosphan	m.0lr783	Aphex Twin	Male	1971-08-18	Limerick
767	16681	Pulsewidth	m.0lr777	Aphex Twin	Male	1971-08-18	Limerick
768	16713	Atoms for Peace	m.01bxh23	Thom Yorke	Male	1968-10-07	Wellingborough
769	16729	Stockholm Syndrome	m.0lxwcw	Yo La Tengo			
770	16731	Deeper Into Movies	m.0s_f9g	Yo La Tengo			
771	16734	Moby Octopad	m.0lxwbs	Yo La Tengo			
772	16735	Return to Hot Chicken	m.0lxwbk	Yo La Tengo			
773	16761	Beware	m.01f4s1r	Deftones			
774	16771	Lhabia	m.0r5dkx	Deftones			
776	16783	Hexagram	m.0z0d6v	Deftones			
777	16792	Solid Gold	m.0fvlw91	The Golden Filter			
778	16794	Speak in Rounds	m.0kqqfwp	Grizzly Bear			
779	16827	The Stallion	m.0mz5cx	Bathory			
780	16861	Never Ending Math Equation	m.0vnxbz	Modest Mouse			
781	16866	Painbirds	m.0m6z53	Sparklehorse			
782	16885	Man of Iron	m.0141n8t	Bathory			
783	16950	Walk it Off	m.0q87yz9	Torche			
784	16961	Evil Will Prevail	m.0mkdh4	The Flaming Lips			
785	16966	Kim's Watermelon Gun	m.0mkdg8	The Flaming Lips			
786	16969	Brainville	m.018blqg	The Flaming Lips			
787	16972	Psychiatric Explorations of the Fetus With Needles	m.0mkddz	The Flaming Lips			
788	16984	Sleeping on the Roof	m.0lggjv	The Flaming Lips			
789	16988	Waitin' for a Superman	m.0lgghz	The Flaming Lips			
791	17003	After You My Friend	m.0m0m8d	Lagwagon			
793	17044	El Lay	m.0l526z	NOFX			
794	17049	Green Corn	m.0169x95	NOFX			
795	17050	We March to the Beat of Indifferent Drum	m.019y272	NOFX			
796	17063	Katy Song	m.0rf1hg	Red House Painters			
797	17072	Apple Bed	m.0zh3j2	Sparklehorse			
798	17073	Sea Of Teeth	m.0zh3hw	Sparklehorse			
799	17115	You're Wrong	m.0dsm_qr	NOFX			
800	17285	Vomitspit	m.0_1c8b	MF DOOM	Male	1971-07-13	London
801	17310	Great Hall Awaits a Fallen Brother	m.0nm9mq	Bathory			
802	17405	Big Mouth	m.0qjtn4c	Santigold	Female	1976-09-25	Philadelphia
803	17408	This Isn't Our Parade	m.0rk75r9	Santigold	Female	1976-09-25	Philadelphia
804	17425	Cut You	m.0y95_6x	Cloud Nothings			
805	17429	Stay Useless	m.0nm6kgc	Cloud Nothings			
806	17432	No Future/No Past	m.0ybtwv8	Cloud Nothings			
807	17544	Whitewater	m.0q2cd3	Boards of Canada			
808	17546	Original Nlogax	m.0q2ccp	Boards of Canada			
809	17547	M9	m.0q2ccg	Boards of Canada			
810	17549	Concourse	m.0q2cbt	Boards of Canada			
812	17683	Underneath The Weeping Willow	m.0lj8zm	Grandaddy			
813	17693	Jed the Humanoid	m.0lj8yz	Grandaddy			
814	17695	He's Simple, He's Dumb, He's The Pilot	m.0qwfh1	Grandaddy			
815	17704	Primal	m.0pql6j	Slowdive			
816	17745	Platform Blues	m.0lk84p	Pavement			
817	17748	You Are a Light	m.0lk840	Pavement			
818	17749	Folk Jam	m.0lk83t	Pavement			
820	17756	Black Out	m.0lqlxb	Pavement			
822	17791	Till I Lost	m.0wkvr05	Tom Odell	Male	1990-11-24	Chichester
824	17814	Can it Be All so Simple	m.0zc5x5	Wu-Tang Clan			
825	17820	Reggatta De Blanc	m.0lrx70	The Police			
826	17821	Hole In My Life	m.0lrx4m	The Police			
828	17836	Song With a Mission	m.016wfgw	The Sounds			
829	17841	Hanging Onto Every Heartbeat	m.0g8rsby	Cut Copy			
830	17844	Strange Nostalgia for the Future	m.0g8tmzv	Cut Copy			
831	17845	Blink and You'll Miss a Revolution	m.0g8tm_9	Cut Copy			
832	17847	Take Me Over	m.0g8tm_6	Cut Copy			
833	17851	Shame On A Nigga	m.0xpjfd	Wu-Tang Clan			
834	17852	Bring Da Ruckus	m.0xpjf5	Wu-Tang Clan			
835	17869	Darn That Dream	m.0lfh49	Miles Davis	Male	1926-05-21	Alton
836	17907	Venus de Milo	m.0lfh2k	Miles Davis	Male	1926-05-21	Alton
837	17930	Brilliant Corners	m.0pfdph	Thelonious Monk	Male	1917-10-10	Rocky Mount
838	17961	Gone Gone Gone	m.0dtyxlw	The Notwist			
839	17963	Boneless	m.0f21wxn	The Notwist			
840	17969	Gloomy Planets	m.0f9mvg5	The Notwist			
841	17971	Good Lies	m.0f9mvf3	The Notwist			
842	17977	Type Slowly	m.0dt_7q1	Pavement			
843	17978	Old to Begin	m.01bsd36	Pavement			
844	17980	Transport Is Arranged	m.01bsd2s	Pavement			
845	18078	Something To Die For	m.0gbc7px	The Sounds			
847	18105	Pioneers	m.011n_cj	Bloc Party			
848	18107	She's Hearing Voices	m.017vt5t	Bloc Party			
849	18109	Positive Tension	m.010gk4p	Bloc Party			
850	18149	Sherbet Head	m.015vjtx	Boards of Canada			
851	18152	Dayvan Cowboy	m.0152yhv	Boards of Canada			
852	18252	Rush Minute	m.0fvqvg4	Massive Attack			
853	18267	Synchronicity II	m.0lhvvx	The Police			
854	18328	Mis-Shapes	m.0m2b36	Pulp			
855	18330	In the Backseat	m.0y9jq9	Arcade Fire			
857	18471	I Hung My Head	m.0n16cz	Sting	Male	1959-03-20	Omaha
859	18527	The Muse	m.0nl7k5z	Laura Marling	Female	1990-02-01	England
860	18528	All My Rage	m.0wl_7cs	Laura Marling	Female	1990-02-01	England
861	18540	Zombie Eaters	m.0dpk3r6	Faith No More			
862	18568	On My Shield	m.0nndz3p	Converge			
863	18569	Shame in the Way	m.0q5kjxn	Converge			
864	18576	Empty on the Inside	m.0rf113_	Converge			
865	18577	Sadness Comes Home	m.0rf0gm1	Converge			
866	18580	Aimless Arrow	m.0qjtbj0	Converge			
867	18600	Tiny Tears	m.0dysydh	Tindersticks			
868	18692	Young and Cold	m.0qddl0b	The Raveonettes			
869	18694	Patterns of Fairytales	m.0t3wdd	The National			
870	18695	Fashion Coat	m.0t3wd5	The National			
871	18699	Slipping Husband	m.0t3wbf	The National			
872	18700	Cardinal Song	m.0t3wb6	The National			
873	18701	Pay for Me	m.0qh4jz	The National			
874	18706	29 Years	m.0qh4l1	The National			
875	18707	Theory of the Crows	m.0qh4kv	The National			
876	18709	John's Star	m.0qh4kd	The National			
877	18757	Old Pine	m.0nnl3xg	Ben Howard	Male	1987-04-24	London
878	18763	I Will Be Blessed	m.0ybqq7w	Ben Howard	Male	1987-04-24	London
879	18848	Doing the Unstuck	m.0lf7j8	The Cure			
880	18860	Scavenger	m.0nl9v27	School of Seven Bells			
881	18862	Reappear	m.0rfl05m	School of Seven Bells			
882	18866	Disappointment	m.0fybgwx	The Cranberries			
883	18880	Everything I Said	m.0n4c98	The Cranberries			
884	18882	Twenty One	m.0n4c8m	The Cranberries			
885	18883	I Can't Be With You	m.0n9rks	The Cranberries			
886	18889	Love Play	m.0rgdqz9	School of Seven Bells			
887	18913	Leave Me Alone	m.0142zjc	Michael Jackson	Male	1958-08-29	Gary
888	18934	Girls Like You	m.0fxprjr	The Naked and Famous			
889	18989	The Haunted Man	m.0rjphty	Bat for Lashes	Female	1979-10-25	Brighton
890	18993	All Your Gold	m.0rfp4mf	Bat for Lashes	Female	1979-10-25	Brighton
891	18997	The Handshake	m.0431nhx	MGMT			
892	19030	Here She Comes	m.0mbqng	Slowdive			
893	19046	Three Peaches	m.0_mjw2	Neutral Milk Hotel			
894	19049	Where You'll Find Me Now	m.0mjj78	Neutral Milk Hotel			
895	19053	You've Passed	m.0mjj6d	Neutral Milk Hotel			
896	19054	Song Against Sex	m.0_mjtb	Neutral Milk Hotel			
897	19067	I've Been Trying	m.0fyn650	DJ Shadow	Male	1972-06-29	San Jose
898	19084	Nothing Special	m.01bgkbl	Boris	Male	1965-05-19	Roubaix
899	19088	For the Damaged	m.0zpr5x	Blonde Redhead			
900	19106	Driftin'	m.0nl4sr	Herbie Hancock	Male	1940-04-12	Chicago
901	19113	Where We Belong	m.0k2cb0w	Passion Pit			
902	19186	Time Trap	m.0m6rr8	Built to Spill			
903	19197	Randy Described Eternity	m.0lkzyb	Built to Spill			
904	19206	Tessellate	m.0rkjdbk	Alt-J			
905	19208	Yesterday Was Hard On All Of Us	m.0nk_07s	Fink	Male	1972-01-01	Brighton
907	19226	All of This	m.011w023	blink-182			
908	19227	Easy Target	m.011w01x	blink-182			
909	19260	From Safety to Where	m.0py2t9	Joy Division			
910	19345	Wish I Could	m.0drxmx8	Norah Jones	Female	1979-03-30	Brooklyn
911	19354	Song for Myla Goldberg	m.0t90nf	The Decemberists			
913	19411	Monkey Man	m.0lmf1g	The Rolling Stones			
914	19421	Little Dreamer	m.0l1rzx	Van Halen			
915	19542	Limelight	m.0m5hz7	Rush	Male	1988-09-29	Tala
916	19555	Biko	m.0lhvz5	Peter Gabriel	Male	1950-02-13	Chobham
917	19565	In the Annexe	m.0pnjs6	Boards of Canada			
918	19595	Music Is Math	m.0fycphj	Boards of Canada			
919	19599	Knife Party	m.0w3wh_	Deftones			
920	19600	Teenager	m.0w3whs	Deftones			
921	19601	Street Carp	m.0w3whk	Deftones			
922	19604	Corned Beef City	m.0ljvf64	Mark Knopfler	Male	1949-08-12	Glasgow
